Id,Collection,Type,Name,UserGroup,AgoraVolume,AgoraNumber,Text,PublishedNumber,Classification,Class,Deposit,Dimensions,Chronology,ChronologyRange,Sort,Sibling,Edges,Bibliography,Parent,AgoraLetter
Agora:Object:Agora XII:325,Agora,Object,"Agora XII, no. 325",Public,12,325,"Flaring ring foot; horseshoe handles. Reserved: underside with two circles; zone above foot with part of foot, decorated with cross-hatching; handle-panels and just below; inside of rim.For the date, cf. P 12389 G 12:23 &lt;i&gt;Hesperia,&lt;/i&gt; Suppl. IV, 1940, p. 133, fig. 98 b.",AV 12.325,Black and Plain Pottery | Skyphos | Corinthian Type,Black and Plain Pottery | Skyphos | Corinthian Type,G 14:2-M,,Ca. 350 B.C.,-350,18+0000000001 Agora 0000000012:0000000325,Agora:Object:P 16144,1,,,
Agora:Object:Agora XII:326,Agora,Object,"Agora XII, no. 326",Public,12,326,"Flaring ring foot; triangular handles. Reserved: underside with two circles; zone above foot decorated with cross- hatching; handle-panels; inside of rim. Stacking line round middle of pot.Closely contemporary P 16602 A 20:3 &lt;i&gt;Hesperia,&lt;/i&gt; XX, 1951, pl. 50 b (Pyre 2-5), and P 19862 B 17:4 &lt;i&gt;ibid.,&lt;/i&gt; pl. 53 b (Pyre 11-1).",AV 12.326,Black and Plain Pottery | Skyphos | Corinthian Type,Black and Plain Pottery | Skyphos | Corinthian Type,O 18:2,,350-330 B.C.,-350;-330,18+0000000001 Agora 0000000012:0000000326,Agora:Object:P 12700,1,,Agora:Image:2012.55.0427,
Agora:Object:Agora XII:327,Agora,Object,"Agora XII, no. 327",Public,12,327,"Flaring ring foot; triangular handles. Totally glazed.From the same deposit P 19048 &lt;i&gt;Hesperia,&lt;/i&gt; XX, 1951, pl. 51 a (Pyre 4-3). For other late skyphoi, see Cambridge, Mass., Harvard, acc. no. 2731: &lt;i&gt;CVA&lt;/i&gt; (8) pl. 23(361) 3; Würzburg 695: Langlotz, &lt;i&gt;W,&lt;/i&gt; pl. 223; Salonica, from tomb Γ at Sedes: Ἐφ., 1937, p. 890, fig. 25, middle and p. 891, fig. 26, above.",AV 12.327,Black and Plain Pottery | Skyphos | Corinthian Type,Black and Plain Pottery | Skyphos | Corinthian Type,B 18:1,,Ca. 325 B.C.,-325,18+0000000001 Agora 0000000012:0000000327,Agora:Object:P 19049,1,,Agora:Image:2013.09.0006,
Agora:Object:Agora XII:328,Agora,Object,"Agora XII, no. 328",Public,12,328,High flaring ring foot with central mound; triangular handles. Slightly flaring mouth. Totally glazed; stacking line around body. Small.,AV 12.328,Hellenistic Pottery and Wheelmade Table Ware | Votives And Other Vessels For Religious Use | Small Ritual Vessels | Black-Glazed Votive Skyphos | Corinthian,Black and Plain Pottery | Skyphos | Corinthian Type,F 5:2,H. 0.083; diam. 0.078.,325-310 B.C.,-325;-310,18+0000000001 Agora 0000000012:0000000328,Agora:Object:P 9701,1,,Agora:Image:2012.25.0348,
Agora:Object:Agora XII:329,Agora,Object,"Agora XII, no. 329",Public,12,329,"Wall fragment.A wide cross-hatched band and a thin reserved line below it on lower part of wall at some distance from the foot. Rather thin glaze, unevenly fired on outside.For other examples with this decoration, see p. 82, note 5.",AV 12.329,Black and Plain Pottery | Skyphos | Corinthian Type,Black and Plain Pottery | Skyphos | Corinthian Type,E 19:5,H. pres. 0.077.,450-425 B.C.,-450;-425,18+0000000001 Agora 0000000012:0000000329,Agora:Object:P 25319,1,,,
Agora:Object:Agora XII:330,Agora,Object,"Agora XII, no. 330",Public,12,330,"Both handles and much of foot, wall and rim missing.Flaring ring foot. Reserved: underside (center missing), with two added red circles near the edge; the resting surface, a band above the foot decorated with rays and a band around the wall decorated with chevrons. Added red: outside, a line at the rim, two lines above the band with chevrons and two below it, two also above the band with rays and one below it; inside, five pairs of lines.",AV 12.330,Black and Plain Pottery | Skyphos | Canted Handles,Black and Plain Pottery | Skyphos | Canted Handles,,H. 0.084; diam. 0.129.,Ca. 550 B.C.,-550,18+0000000001 Agora 0000000012:0000000330,Agora:Object:P 2436,1,,Agora:Image:2012.56.0046,
Agora:Object:Agora XII:331,Agora,Object,"Agora XII, no. 331",Public,12,331,"Handles, except roots, missing.Flaring ring foot. Reserved: underside with central dot, resting surface, handle-panels, a band at the level of the handles and a narrower band below. Added red: a pair of lines above the handle-zone, a pair between the bands, and at least four below; inside, four pairs of lines. The roots of one handle were intentionally smoothed over in antiquity.",AV 12.331,Black and Plain Pottery | Skyphos | Canted Handles,Black and Plain Pottery | Skyphos | Canted Handles,J 18:4-L,,Ca. 550 B.C.,-550,18+0000000001 Agora 0000000012:0000000331,Agora:Object:P 17841,1,,Agora:Image:2012.56.0046,
Agora:Object:Agora XII:332,Agora,Object,"Agora XII, no. 332",Public,12,332,Flaring ring foot; canted handles; rim concave outside with sharp offset inside. Reserved: underside of foot with two circles and dot. Added red: line above handle-zone. Glaze fired red in parts.,AV 12.332,Black and Plain Pottery | Skyphos | Canted Handles,Black and Plain Pottery | Skyphos | Canted Handles,G 15:1-U,,Ca. 500 B.C.,-500,18+0000000001 Agora 0000000012:0000000332,Agora:Object:P 1189,1,,Agora:Image:2012.55.1486,
Agora:Object:Agora XII:333,Agora,Object,"Agora XII, no. 333",Public,12,333,"Spreading ring foot, convex on both faces; canted handles. Reserved: underside with two circles and dot; resting surface; junction of wall and foot; handle-panels. Added red: two lines at the rim, two lower down on the wall. Glaze fired red in parts and peeled.From the same deposit P 15973, with a single added red line on the lower part of the wall. A small one is P 16555 G 18:1 (dump).Connected with this shape is a fragmentary foot P 19154 C 18:4 &lt;i&gt;Jaarboek,&lt;/i&gt; V, 1954, p. 133, fig. 7 (Richter), which has intentional red on the wall inside and out, and on the under- side of the floor. Same shape as &lt;b&gt;333&lt;/b&gt;, one in London, 1952. 2-4. 49 (F 212), and one in Taranto; close, Berlin F 2740.",AV 12.333,Black and Plain Pottery | Skyphos | Canted Handles,Black and Plain Pottery | Skyphos | Canted Handles,F 19:4,,480-450 B.C.,-480;-450,18+0000000001 Agora 0000000012:0000000333,Agora:Object:P 15972,1,,Agora:Image:2012.55.1486,
Agora:Object:Agora XII:334,Agora,Object,"Agora XII, no. 334",Public,12,334,"Flaring ring foot; bell handles. Reserved: resting surface and handle-panels. Added red: line below handle-zone. Glaze fired gray near top of wall.Others with glazed undersides: P 1068 I 17:2; P 1326 G 6:3-U &lt;i&gt;Hesperia,&lt;/i&gt; XV, 1946, pl. 64, 246; P 23328 H 12:15- U; and see &lt;b&gt;336&lt;/b&gt;.",AV 12.334,Black and Plain Pottery | Skyphos | Type A | Attic Type,Black and Plain Pottery | Skyphos | Type A | Attic Type,I 17:2,,Ca. 525 B.C.,-525,18+0000000001 Agora 0000000012:0000000334,Agora:Object:P 1066,1,,Agora:Image:2012.55.1473,
Agora:Object:Agora XII:335,Agora,Object,"Agora XII, no. 335",Public,12,335,"Flaring ring foot; bell handles. Reserved: underside with circle and dot, resting surface and handle-panels. Added red: line below handle-zone.",AV 12.335,Black and Plain Pottery | Skyphos | Type A | Attic Type,Black and Plain Pottery | Skyphos | Type A | Attic Type,I 17:2,,Ca. 525 B.C.,-525,18+0000000001 Agora 0000000012:0000000335,Agora:Object:P 1067,1,,Agora:Image:2012.55.1473,
Agora:Object:Agora XII:336,Agora,Object,"Agora XII, no. 336",Public,12,336,"Torus ring foot; bell handles. Scraped line at junction of wall and foot. Reserved: handle-panels. Added red: two lines below handle-zone.From the same deposit, and with no reserved areas, P 1186-8. See &lt;b&gt;334&lt;/b&gt;.",AV 12.336,Black and Plain Pottery | Skyphos | Type A | Attic Type,Black and Plain Pottery | Skyphos | Type A | Attic Type,G 15:1-U,,Ca. 500 B.C.,-500,18+0000000001 Agora 0000000012:0000000336,Agora:Object:P 1185,1,,Agora:Image:2012.60.0316,
Agora:Object:Agora XII:337,Agora,Object,"Agora XII, no. 337",Public,12,337,Black glaze skyphos fragment of foot and floor. Reserved: resting surface and underside. Most likely an ostrakon fragment of the late 480's.,AV 12.337,Site | By Area | South | Residential-Industrial Area to West and South of the Areopagus | Plans and Drawings,Black and Plain Pottery | Skyphos | Type A | Attic Type,A 18-19:1,,Most likely an ostrakon fragment of the late 480's.,-490;-480,18+0000000001 Agora 0000000012:0000000337,Agora:Object:P 17615,1,,Agora:Drawing:DA 13739,
Agora:Object:Agora XII:338,Agora,Object,"Agora XII, no. 338",Public,12,338,"Torus ring foot; horseshoe handles. Reserved: underside with two circles and dot, resting surface and outer face of foot, handle-panels. Glaze peeled in parts; traces of stacking line.Also with reserved outer face of foot: P 19142 C 18:4; P 15988 F 19:4.",AV 12.338,Black and Plain Pottery | Skyphos | Type A | Attic Type,Black and Plain Pottery | Skyphos | Type A | Attic Type,G 6:3-U,H. 0.094; diam. 0.118.,500-480 B.C.,-500;-480,18+0000000001 Agora 0000000012:0000000338,Agora:Object:P 2732,1,"&lt;i&gt;Hesperia,&lt;/i&gt; V, 1936, p. 340, fig. 8; XV, 1946, pl. 64, 247.",Agora:Image:2012.55.1473,
Agora:Object:Agora XII:339,Agora,Object,"Agora XII, no. 339",Public,12,339,"Torus ring foot; horseshoe handles. Reserved: underside with circle and dot, and resting surface. Glaze fired for the most part red. Inscribed beneath: ΜΙΛΩΝΟΣ ΕΙΜΙ.",AV 12.339,Site | By Type | Roads | Panathenaic Way,Black and Plain Pottery | Skyphos | Type A | Attic Type,A 18-19:1,,Ca. 480 B.C.,-480,18+0000000001 Agora 0000000012:0000000339,Agora:Object:P 17677,1,,Agora:Image:2012.55.1474,
Agora:Object:Agora XII:340,Agora,Object,"Agora XII, no. 340",Public,12,340,"Torus ring foot; horseshoe handles. Scraped groove at junction of wall and foot. Reserved: underside with two circles and dot, and resting surface.By the same potter, from the same deposit: P 25527-8; P 25530.",AV 12.340,Black and Plain Pottery | Skyphos | Type A | Attic Type,Black and Plain Pottery | Skyphos | Type A | Attic Type,D 12:4,H. 0.115; diam. 0.145.,480-470 B.C.,-480;-470,18+0000000001 Agora 0000000012:0000000340,Agora:Object:P 25529,1,,Agora:Image:2012.55.1474,
Agora:Object:Agora XII:341,Agora,Object,"Agora XII, no. 341",Public,12,341,"Torus ring foot; horseshoe handles. Scraped line at junction of wall and foot. Reserved: underside with circle and dot, and resting surface. Glaze at center of floor inside reddened from stacking.",AV 12.341,Black and Plain Pottery | Skyphos | Type A | Attic Type,Black and Plain Pottery | Skyphos | Type A | Attic Type,F 19:4,,480-450 B.C.,-480;-450,18+0000000001 Agora 0000000012:0000000341,Agora:Object:P 15985,1,,Agora:Image:2012.55.1474,
Agora:Object:Agora XII:342,Agora,Object,"Agora XII, no. 342",Public,12,342,"Torus ring foot; horseshoe handles. Scraped line at junction of wall and foot. Reserved: underside with circle and dot, and resting surface. Glaze peeled in parts.Contemporary, P 21290 N 7:3 &lt;i&gt;Hesperia,&lt;/i&gt; XXII, 1953, pl. 38, 134; &lt;i&gt;Archaeology,&lt;/i&gt; X, 1957, p. 195; from the same deposit, P 21894 &lt;i&gt;Hesperia,&lt;/i&gt; XXII, 1953, pl. 29, 30.",AV 12.342,Black and Plain Pottery | Skyphos | Type A | Attic Type,Black and Plain Pottery | Skyphos | Type A | Attic Type,H 6:5,H. 0.128; diam. 0.153.,470-460 B.C.,-470;-460,18+0000000001 Agora 0000000012:0000000342,Agora:Object:P 5145,1,"&lt;i&gt;Hesperia,&lt;/i&gt; V, 1936, p. 340, fig. 8; &lt;i&gt;Pots and Pans,&lt;/i&gt; fig. 6.",Agora:Image:2023.02.0055,
Agora:Object:Agora XII:343,Agora,Object,"Agora XII, no. 343",Public,12,343,"Torus ring foot; horseshoe handles. Scraped line at junction of wall and foot. Reserved: underside with three circles and dot, and resting surface. Glaze unevenly fired and worn.From the same deposit, P 21404 &lt;i&gt;Hesperia,&lt;/i&gt; XXII, 1953, pl. 38, 137.",AV 12.343,Black and Plain Pottery | Skyphos | Type A | Attic Type,Black and Plain Pottery | Skyphos | Type A | Attic Type,N 7:3,,460-440 B.C.,-460;-440,18+0000000001 Agora 0000000012:0000000343,Agora:Object:P 21377,1,,Agora:Image:2012.55.1475,
Agora:Object:Agora XII:344,Agora,Object,"Agora XII, no. 344",Public,12,344,"Torus ring foot; horseshoe handles. Reserved: underside with traces of three circles, and resting surface. Glaze peeled in parts.",AV 12.344,Black and Plain Pottery | Skyphos | Type A | Attic Type,Black and Plain Pottery | Skyphos | Type A | Attic Type,R 13:4,,440-425 B.C.,-440;-425,18+0000000001 Agora 0000000012:0000000344,Agora:Object:P 2297,1,,Agora:Image:2012.60.0322,
Agora:Object:Agora XII:345,Agora,Object,"Agora XII, no. 345",Public,12,345,"Torus ring foot; squarish handles. Reserved: underside with dot, and resting surface.",AV 12.345,Black and Plain Pottery | Skyphos | Type A | Attic Type,Black and Plain Pottery | Skyphos | Type A | Attic Type,Q 15:2,,430-420 B.C.,-430;-420,18+0000000001 Agora 0000000012:0000000345,Agora:Object:P 23824,1,,Agora:Image:2012.55.1475,
Agora:Object:Agora XII:346,Agora,Object,"Agora XII, no. 346",Public,12,346,"Torus ring foot; triangular handles. Reserved: underside with circle, and resting surface.P 17166 is one of a pair with &lt;b&gt;346&lt;/b&gt;. From the late 5th century, P 10993 and P 10994 B 15:1 &lt;i&gt;Hesperia,&lt;/i&gt; XVIII, 1949, pl. 85, 24 and p. 319, fig. 1, 25 and P 10073 M 20:3-L &lt;i&gt;ibid.,&lt;/i&gt; fig. 1, 139.",AV 12.346,Black and Plain Pottery | Skyphos | Type A | Attic Type,Black and Plain Pottery | Skyphos | Type A | Attic Type,,,Ca. 420 B.C.,-420,18+0000000001 Agora 0000000012:0000000346,Agora:Object:P 17165,1,,Agora:Image:2012.55.1475,
Agora:Object:Agora XII:347,Agora,Object,"Agora XII, no. 347",Public,12,347,"Torus ring foot; triangular handles. Reserved: underside with circle and dot, and resting surface. Glaze fired red in parts from stacking.",AV 12.347,Black and Plain Pottery | Skyphos | Type A | Attic Type,Black and Plain Pottery | Skyphos | Type A | Attic Type,Q 15:2,,420-400 B.C.,-420;-400,18+0000000001 Agora 0000000012:0000000347,Agora:Object:P 23823,1,,Agora:Image:2012.55.1476,
Agora:Object:Agora XII:348,Agora,Object,"Agora XII, no. 348",Public,12,348,"Torus ring foot; triangular handles. Reserved: underside with two circles, and resting surface. Glaze peeled in parts.",AV 12.348,Black and Plain Pottery | Skyphos | Type A | Attic Type,Black and Plain Pottery | Skyphos | Type A | Attic Type,Q 15:2,H. 0.104; diam. 0.13.,Ca. 400 B.C.,-400,18+0000000001 Agora 0000000012:0000000348,Agora:Object:P 24151,1,,,
Agora:Object:Agora XII:349,Agora,Object,"Agora XII, no. 349",Public,12,349,"Torus ring foot; triangular handles. Reserved: underside with two circles and dot, and resting surface. On each side of the wall outside, a graffito composed of squares and triangles; see Pl. 16.Contemporary, P 7915 E 6:3 &lt;i&gt;Hesperia,&lt;/i&gt; XVIII, 1949, p. 319, fig. 1, 138, and P 19560 C 19:5 (b) &lt;i&gt;Hesperia,&lt;/i&gt; XX, 1951, pl. 77 f.",AV 12.349,Black and Plain Pottery | Skyphos | Type A | Attic Type,Black and Plain Pottery | Skyphos | Type A | Attic Type,B 11:2,H. 0.103; diam. 0.124.,400-375 B.C.,-400;-375,18+0000000001 Agora 0000000012:0000000349,Agora:Object:P 7021,1,,Agora:Image:2012.55.1476,
Agora:Object:Agora XII:350,Agora,Object,"Agora XII, no. 350",Public,12,350,"Torus ring foot; triangular handles. Reserved: underside with circle, and resting surface.",AV 12.350,Black and Plain Pottery | Skyphos | Type A | Attic Type,Black and Plain Pottery | Skyphos | Type A | Attic Type,H 7:3,H. 0.085; diam. 0.084.,375-350 B.C.,-375;-350,18+0000000001 Agora 0000000012:0000000350,Agora:Object:P 3714,1,"&lt;i&gt;Hesperia,&lt;/i&gt; VI, 1937, p. 89, fig. 46.",Agora:Image:2012.55.1476,
Agora:Object:Agora XII:351,Agora,Object,"Agora XII, no. 351",Public,12,351,"Torus ring foot; triangular handles. Reserved: underside with two circles, and resting surface. Scratched line at junction of wall and foot. Glaze fired red in parts and peeled.Cf. the two from B 19:3, P 17705 and P 17706 &lt;i&gt;Hesperia,&lt;/i&gt; XX, 1951, pl. 51 c (Pyre 6-3 and -4), and &lt;i&gt;Olynthus,&lt;/i&gt; XIII, pls. 200-202.",AV 12.351,Black and Plain Pottery | Skyphos | Type A | Attic Type,Black and Plain Pottery | Skyphos | Type A | Attic Type,D 15:3,H. 0.115; diam. 0.124.,350-340 B.C.,-350;-340,18+0000000001 Agora 0000000012:0000000351,Agora:Object:P 6379,1,,Agora:Image:2012.55.1477,
Agora:Object:Agora XII:352,Agora,Object,"Agora XII, no. 352",Public,12,352,"Torus ring foot; triangular handles. Reserved: underside with two circles, and resting surface. Glaze fired red and worn from upper part. Scratched cross on underside.Contemporary, P 318 F 16:1 &lt;i&gt;Hesperia,&lt;/i&gt; XXIII, 1954, p. 88, note 6, no. 3 and pl. 20 c, with a similar scratched cross on the underside; P 22671 O 18:2 &lt;i&gt;Hesperia,&lt;/i&gt; XXIII, 1954, p. 73, no. 5 and pl. 24 e; and P 1829 G 13:4 &lt;i&gt;Hesperia,&lt;/i&gt; III, 1934, p. 320, fig. 5, A 26.",AV 12.352,Black and Plain Pottery | Skyphos | Type A | Attic Type,Black and Plain Pottery | Skyphos | Type A | Attic Type,F 17:3-POU (1),H. 0.107; diam. 0.103.,Ca. 330 B.C.,-330,18+0000000001 Agora 0000000012:0000000352,Agora:Object:P 26019,1,,Agora:Image:2012.55.1477,
Agora:Object:Agora XII:353,Agora,Object,"Agora XII, no. 353",Public,12,353,"Torus ring foot; triangular handles. Glazed all over, peeled in parts.",AV 12.353,Hellenistic Pottery and Wheelmade Table Ware | Votives And Other Vessels For Religious Use | Small Ritual Vessels | Black-Glazed Votive Skyphos | Attic,Black and Plain Pottery | Skyphos | Type A | Attic Type,B 17:5,,Ca. 320 B.C.,-320,18+0000000001 Agora 0000000012:0000000353,Agora:Object:P 20142,1,,Agora:Image:2013.09.0005,
Agora:Object:Agora XII:354,Agora,Object,"Agora XII, no. 354",Public,12,354,Both handles and part of rim and wall missing.Badly made torus ring foot. Glazed all over; dipped.,AV 12.354,Black and Plain Pottery | Skyphos | Type A | Attic Type,Black and Plain Pottery | Skyphos | Type A | Attic Type,,,320-310 B.C.,-320;-310,18+0000000001 Agora 0000000012:0000000354,Agora:Object:P 21364,1,,,
Agora:Object:Agora XII:355,Agora,Object,"Agora XII, no. 355",Public,12,355,"Flaring ring foot; bell handles, set low down on wall. Reserved: resting surface and handle-panels. Added red: two lines below handle-zone, one lower down on the wall.",AV 12.355,Black and Plain Pottery | Skyphos | Variants,Black and Plain Pottery | Skyphos | Variants,Q 13:5,H. 0.096; diam. 0.147.,575-550 B.C.,-575;-550,18+0000000001 Agora 0000000012:0000000355,Agora:Object:P 24964,1,"&lt;i&gt;Hesperia,&lt;/i&gt; XXV, 1956, p. 59 and pl. 18 c.",Agora:Image:2012.55.1483,
Agora:Object:Agora XII:356,Agora,Object,"Agora XII, no. 356",Public,12,356,"Flat bottom; bell handles. Reserved: underside, handle- panels and inside of rim. Glaze fired red in parts with traces of stacking.",AV 12.356,Black and Plain Pottery | Skyphos | Variants,Black and Plain Pottery | Skyphos | Variants,E 14:5,H. 0.097; diam. 0.132.,520-500 B.C.,-520;-500,18+0000000001 Agora 0000000012:0000000356,Agora:Object:P 8837,1,,Agora:Image:2012.55.1483,
